geo_name,geo_sumlevel,geo_id,adult_smoking_2015,adult_smoking_2016,adult_smoking_2017,homicide_rate_2015,homicide_rate_2016,homicide_rate_2017
"Marion County, FL","county",05000US12083,0.21,0.174,0.163,5.8,6.4,5.1
"Martin County, FL","county",05000US12085,0.174,0.152,0.132,4.3,4.3,2.9
"Miami-Dade County, FL","county",05000US12086,0.118,0.148,0.145,9.1,9,8.7
"Monroe County, FL","county",05000US12087,0.221,0.165,0.147,4.3,3.9,4.6
"Nassau County, FL","county",05000US12089,0.2,0.165,0.15,4,3.9,4.4
"Okaloosa County, FL","county",05000US12091,0.216,0.18,0.165,3.1,2.7,3.1
"Okeechobee County, FL","county",05000US12093,0.199,0.218,0.21,4.8,4,4
"Orange County, FL","county",05000US12095,0.151,0.162,0.152,7.9,7.2,7
"Osceola County, FL","county",05000US12097,0.213,0.188,0.167,4.7,4.2,3.7
"Palm Beach County, FL","county",05000US12099,0.141,0.141,0.119,7.9,7.6,6.4
"Pasco County, FL","county",05000US12101,0.259,0.174,0.186,4.7,4.6,3.7
"Pinellas County, FL","county",05000US12103,0.2,0.176,0.17,5.8,5.6,4.5
"Polk County, FL","county",05000US12105,0.195,0.172,0.161,6.3,6.3,5
"Putnam County, FL","county",05000US12107,0.274,0.201,0.201,8.1,7.8,6.6
"St. Johns County, FL","county",05000US12109,0.136,0.14,0.134,3.5,2.8,2.9
"St. Lucie County, FL","county",05000US12111,0.161,0.175,0.172,5.7,5.9,5.6
"Santa Rosa County, FL","county",05000US12113,0.237,0.174,0.176,2.6,2.9,3.3
"Sarasota County, FL","county",05000US12115,0.19,0.143,0.13,5.4,5,3.4
"Seminole County, FL","county",05000US12117,0.183,0.152,0.145,4.7,4.4,3.5
"Sumter County, FL","county",05000US12119,0.13,0.121,0.114,4.2,4.1,2.3
"Suwannee County, FL","county",05000US12121,0.244,0.205,0.201,6.1,6.5,5.7
"Taylor County, FL","county",05000US12123,0.291,0.194,0.182,9,8.2,8.8
"Union County, FL","county",05000US12125,0.273,0.207,0.209,,,
"Volusia County, FL","county",05000US12127,0.224,0.191,0.158,5.5,5.4,4.6
"Wakulla County, FL","county",05000US12129,0.248,0.181,0.171,,,
"Walton County, FL","county",05000US12131,0.227,0.181,0.175,4.1,3.4,2.7
"Washington County, FL","county",05000US12133,0.267,0.194,0.191,9.7,9,11.5
"Appling County, GA","county",05000US13001,0.278,0.179,0.186,12.6,10.7,7.8
"Atkinson County, GA","county",05000US13003,,0.21,0.209,,,
"Bacon County, GA","county",05000US13005,,0.182,0.178,,,
"Baker County, GA","county",05000US13007,,0.178,0.188,,,
"Baldwin County, GA","county",05000US13009,0.241,0.193,0.212,7,6.8,6.5
"Banks County, GA","county",05000US13011,0.275,0.165,0.172,,,
"Barrow County, GA","county",05000US13013,0.261,0.166,0.172,4.1,3.7,3
"Bartow County, GA","county",05000US13015,0.213,0.168,0.172,4.2,4.1,4.5
"Ben Hill County, GA","county",05000US13017,0.233,0.214,0.213,,,
"Berrien County, GA","county",05000US13019,0.296,0.197,0.196,,,
"Bibb County, GA","county",05000US13021,0.167,0.207,0.196,13.9,13.6,12.7
"Bleckley County, GA","county",05000US13023,0.197,0.181,0.172,,,
"Brantley County, GA","county",05000US13025,0.241,0.186,0.196,8.6,,
"Brooks County, GA","county",05000US13027,0.217,0.188,0.195,,,9
"Bryan County, GA","county",05000US13029,0.131,0.154,0.16,,,4.9
"Bulloch County, GA","county",05000US13031,0.194,0.203,0.194,3,3.3,4.4
"Burke County, GA","county",05000US13033,0.088,0.208,0.2,13.3,13.7,9.9
"Butts County, GA","county",05000US13035,,0.17,0.175,7.5,7.5,7.3
"Calhoun County, GA","county",05000US13037,,0.251,0.268,,,
"Camden County, GA","county",05000US13039,0.243,0.16,0.165,4.6,4.5,
"Candler County, GA","county",05000US13043,0.272,0.2,0.214,,,
"Carroll County, GA","county",05000US13045,0.215,0.177,0.177,4.7,4.8,4.6
"Catoosa County, GA","county",05000US13047,0.229,0.154,0.155,2.8,2.8,
"Charlton County, GA","county",05000US13049,0.322,0.175,0.178,,,
"Chatham County, GA","county",05000US13051,0.188,0.173,0.169,10.9,10.5,12.1
"Chattahoochee County, GA","county",05000US13053,,0.184,0.188,,,
"Chattooga County, GA","county",05000US13055,0.289,0.193,0.197,,,
"Cherokee County, GA","county",05000US13057,0.167,0.138,0.151,1.4,1.8,1.9
"Clarke County, GA","county",05000US13059,0.122,0.202,0.204,5.4,4.4,3.8
"Clay County, GA","county",05000US13061,,0.25,0.255,,,
"Clayton County, GA","county",05000US13063,0.17,0.198,0.205,11.5,11.5,11.2
"Clinch County, GA","county",05000US13065,,0.206,0.21,,,
"Cobb County, GA","county",05000US13067,0.141,0.139,0.149,3.9,4,3.8
"Coffee County, GA","county",05000US13069,0.215,0.189,0.202,6.2,5.1,5.3
"Colquitt County, GA","county",05000US13071,0.239,0.204,0.213,8.7,9.5,9.4
"Columbia County, GA","county",05000US13073,0.164,0.139,0.147,2.5,2.2,2.5
"Cook County, GA","county",05000US13075,0.225,0.188,0.202,8.8,9.7,9.2
"Coweta County, GA","county",05000US13077,0.161,0.145,0.148,4.7,4.2,4
"Crawford County, GA","county",05000US13079,0.283,0.169,0.171,,,
"Crisp County, GA","county",05000US13081,0.199,0.202,0.211,15.2,14.5,12.2
"Dade County, GA","county",05000US13083,0.196,0.155,0.156,,,
"Dawson County, GA","county",05000US13085,0.292,0.153,0.153,,,
"Decatur County, GA","county",05000US13087,0.244,0.195,0.203,7.6,7.1,7.3
"DeKalb County, GA","county",05000US13089,0.108,0.143,0.161,13,12.2,11.5
"Dodge County, GA","county",05000US13091,0.189,0.183,0.197,6.8,6.7,
"Dooly County, GA","county",05000US13093,,0.215,0.217,,,
"Dougherty County, GA","county",05000US13095,0.185,0.21,0.216,9.6,9.3,9.8
"Douglas County, GA","county",05000US13097,0.148,0.173,0.176,4.1,3.7,4
"Early County, GA","county",05000US13099,0.242,0.195,0.194,,,
"Echols County, GA","county",05000US13101,,0.189,0.202,,,
"Effingham County, GA","county",05000US13103,0.179,0.155,0.156,4.5,4.5,3.2
"Elbert County, GA","county",05000US13105,0.188,0.166,0.171,,,
"Emanuel County, GA","county",05000US13107,,0.21,0.211,12.4,13.5,12
"Evans County, GA","county",05000US13109,0.299,0.186,0.199,,,
"Fannin County, GA","county",05000US13111,0.267,0.167,0.167,,,
"Fayette County, GA","county",05000US13113,0.123,0.127,0.131,3.4,4,3
"Floyd County, GA","county",05000US13115,0.206,0.174,0.172,4.6,4.8,5.6
"Forsyth County, GA","county",05000US13117,0.124,0.132,0.122,1.6,1.2,1.2
"Franklin County, GA","county",05000US13119,0.195,0.173,0.183,,,
"Fulton County, GA","county",05000US13121,0.133,0.141,0.16,11.4,11.2,11
"Gilmer County, GA","county",05000US13123,0.223,0.161,0.169,,,
"Glascock County, GA","county",05000US13125,,0.163,0.172,,,
"Glynn County, GA","county",05000US13127,0.18,0.16,0.164,11.9,12.3,9.5
"Gordon County, GA","county",05000US13129,0.236,0.17,0.176,4.9,4.3,4.1
"Grady County, GA","county",05000US13131,0.264,0.203,0.2,5.6,6.8,7.4
"Greene County, GA","county",05000US13133,0.126,0.174,0.178,,,
"Gwinnett County, GA","county",05000US13135,0.136,0.137,0.155,4.7,4.4,3.8
"Habersham County, GA","county",05000US13137,0.252,0.165,0.162,,,
"Hall County, GA","county",05000US13139,0.166,0.161,0.17,3.4,3.7,3.6
"Hancock County, GA","county",05000US13141,,0.209,0.218,,,
"Haralson County, GA","county",05000US13143,0.299,0.171,0.17,5.2,,5.5
"Harris County, GA","county",05000US13145,0.185,0.131,0.144,,,
"Hart County, GA","county",05000US13147,,0.171,0.187,,,
"Heard County, GA","county",05000US13149,,0.178,0.181,,,
"Henry County, GA","county",05000US13151,0.207,0.148,0.165,5.1,5.2,5.4
"Houston County, GA","county",05000US13153,0.204,0.155,0.179,4.6,5.1,5.2
"Irwin County, GA","county",05000US13155,,0.183,0.202,,,
"Jackson County, GA","county",05000US13157,0.243,0.163,0.154,3.2,2.7,2.6
"Jasper County, GA","county",05000US13159,0.21,0.187,0.185,,,
"Jeff Davis County, GA","county",05000US13161,0.17,0.18,0.201,,,
"Jefferson County, GA","county",05000US13163,0.151,0.21,0.213,9.5,,8.6
"Jenkins County, GA","county",05000US13165,,0.215,0.232,,,
"Johnson County, GA","county",05000US13167,0.149,0.178,0.182,,,
"Jones County, GA","county",05000US13169,0.233,0.149,0.158,,,
"Lamar County, GA","county",05000US13171,,0.17,0.18,,,
"Lanier County, GA","county",05000US13173,0.197,0.197,0.197,,,
"Laurens County, GA","county",05000US13175,0.212,0.189,0.203,6.1,6.9,8.3
"Lee County, GA","county",05000US13177,0.229,0.146,0.155,,,
"Liberty County, GA","county",05000US13179,0.263,0.196,0.186,7.9,7.9,8.2
"Lincoln County, GA","county",05000US13181,0.441,0.173,0.18,,,
"Long County, GA","county",05000US13183,,0.18,0.176,,,
"Lowndes County, GA","county",05000US13185,0.246,0.188,0.203,4.8,5.5,6.3
"Lumpkin County, GA","county",05000US13187,,0.173,0.169,,,
"McDuffie County, GA","county",05000US13189,0.243,0.183,0.192,8.4,9.9,8.6
"McIntosh County, GA","county",05000US13191,0.291,0.155,0.168,,,
"Macon County, GA","county",05000US13193,0.35,0.213,0.218,9.3,10,
"Madison County, GA","county",05000US13195,0.254,0.172,0.175,6.2,5.7,
"Marion County, GA","county",05000US13197,,0.188,0.189,,,
"Meriwether County, GA","county",05000US13199,0.194,0.18,0.187,8.3,8.3,8.6
"Miller County, GA","county",05000US13201,,0.18,0.181,,,
"Mitchell County, GA","county",05000US13205,0.169,0.211,0.203,,,
"Monroe County, GA","county",05000US13207,0.285,0.164,0.162,6.5,5.6,6.9
"Montgomery County, GA","county",05000US13209,,0.183,0.183,,,
"Morgan County, GA","county",05000US13211,0.15,0.155,0.153,,,
"Murray County, GA","county",05000US13213,0.264,0.187,0.184,,,
"Muscogee County, GA","county",05000US13215,0.225,0.187,0.18,9.9,10.1,9.1
"Newton County, GA","county",05000US13217,0.212,0.172,0.168,6.3,5.8,6.7
"Oconee County, GA","county",05000US13219,0.128,0.131,0.131,,,
"Oglethorpe County, GA","county",05000US13221,0.249,0.148,0.167,,,
"Paulding County, GA","county",05000US13223,0.199,0.149,0.153,2.2,2.4,3.3
"Peach County, GA","county",05000US13225,0.209,0.185,0.186,6,6.3,5.2
"Pickens County, GA","county",05000US13227,0.25,0.151,0.147,4.8,4.8,
"Pierce County, GA","county",05000US13229,0.165,0.175,0.185,,,
"Pike County, GA","county",05000US13231,,0.157,0.153,,,
"Polk County, GA","county",05000US13233,0.226,0.181,0.179,5.8,5.8,4.5
"Pulaski County, GA","county",05000US13235,0.166,0.164,0.176,,,
"Putnam County, GA","county",05000US13237,0.166,0.165,0.155,,,
"Quitman County, GA","county",05000US13239,,0.201,0.184,,,
"Rabun County, GA","county",05000US13241,,0.162,0.165,,,
"Randolph County, GA","county",05000US13243,,0.21,0.205,,,
"Richmond County, GA","county",05000US13245,0.234,0.201,0.198,13.3,13.5,13.6
"Rockdale County, GA","county",05000US13247,0.117,0.162,0.175,6,6.2,5.8
"Schley County, GA","county",05000US13249,,0.176,0.184,,,
"Screven County, GA","county",05000US13251,0.19,0.186,0.199,10.3,12.5,
"Seminole County, GA","county",05000US13253,0.172,0.172,0.164,,,
"Spalding County, GA","county",05000US13255,0.196,0.19,0.189,7.6,7.3,7.1
"Stephens County, GA","county",05000US13257,0.18,0.178,0.181,6.5,7.1,6.6
"Stewart County, GA","county",05000US13259,,0.233,0.235,,,
"Sumter County, GA","county",05000US13261,0.201,0.203,0.218,6.6,6.1,8.1
"Talbot County, GA","county",05000US13263,,0.188,0.189,,,
"Taliaferro County, GA","county",05000US13265,,0.225,0.21,,,
"Tattnall County, GA","county",05000US13267,0.315,0.198,0.213,7.9,5.2,
"Taylor County, GA","county",05000US13269,0.206,0.196,0.203,,,
"Telfair County, GA","county",05000US13271,0.272,0.219,0.214,8.9,,
"Terrell County, GA","county",05000US13273,,0.207,0.221,,,
"Thomas County, GA","county",05000US13275,0.22,0.187,0.184,6,5.1,4.1
"Tift County, GA","county",05000US13277,0.166,0.183,0.195,8.7,8.5,6.7
"Toombs County, GA","county",05000US13279,0.173,0.191,0.193,5.9,6.4,6.3
"Towns County, GA","county",05000US13281,,0.141,0.144,,,
"Treutlen County, GA","county",05000US13283,0.222,0.179,0.181,,,
"Troup County, GA","county",05000US13285,0.149,0.177,0.186,5.5,6.5,7.1
"Turner County, GA","county",05000US13287,0.19,0.186,0.191,,,
"Twiggs County, GA","county",05000US13289,,0.209,0.213,,,
"Union County, GA","county",05000US13291,0.13,0.141,0.139,,6.3,8.6
"Upson County, GA","county",05000US13293,0.255,0.184,0.189,,,
"Walker County, GA","county",05000US13295,0.253,0.173,0.173,2.7,3.8,4
"Walton County, GA","county",05000US13297,0.164,0.153,0.163,4.6,5,4.5
"Ware County, GA","county",05000US13299,0.218,0.183,0.2,5.8,6.7,9.2
"Warren County, GA","county",05000US13301,,0.188,0.193,,,
"Washington County, GA","county",05000US13303,0.262,0.194,0.195,,,
"Wayne County, GA","county",05000US13305,0.242,0.19,0.184,9.5,7.7,6.2
"Webster County, GA","county",05000US13307,,0.182,0.186,,,
"Wheeler County, GA","county",05000US13309,,0.207,0.24,,,
"White County, GA","county",05000US13311,0.164,0.158,0.154,6,,
"Whitfield County, GA","county",05000US13313,0.202,0.182,0.181,2.4,2.2,3.1
"Wilcox County, GA","county",05000US13315,0.227,0.204,0.201,,,
"Wilkes County, GA","county",05000US13317,,0.184,0.185,,,
"Wilkinson County, GA","county",05000US13319,,0.183,0.186,,,
"Worth County, GA","county",05000US13321,0.258,0.179,0.181,9.3,8.6,
"Hawaii County, HI","county",05000US15001,0.187,0.176,0.159,2.2,2.5,2.6
"Honolulu County, HI","county",05000US15003,0.146,0.129,0.117,1.7,1.7,1.7
"Kalawao County, HI","county",05000US15005,,0.137,0.141,,,
"Kauai County, HI","county",05000US15007,0.157,0.133,0.131,2.1,,
"Maui County, HI","county",05000US15009,0.154,0.128,0.138,1.1,1.1,1.5
"Ada County, ID","county",05000US16001,0.152,0.149,0.115,2,1.8,1.4
"Adams County, ID","county",05000US16003,0.212,0.173,0.161,,,
"Bannock County, ID","county",05000US16005,0.167,0.157,0.153,2.2,2.4,2.4
"Bear Lake County, ID","county",05000US16007,0.11,0.156,0.135,,,
"Benewah County, ID","county",05000US16009,0.263,0.173,0.171,,,
"Bingham County, ID","county",05000US16011,0.162,0.176,0.142,,,
"Blaine County, ID","county",05000US16013,0.131,0.142,0.123,,,
"Boise County, ID","county",05000US16015,0.206,0.159,0.144,,,
"Bonner County, ID","county",05000US16017,0.185,0.166,0.148,,,
"Bonneville County, ID","county",05000US16019,0.111,0.137,0.135,2.3,2.3,2.1
"Boundary County, ID","county",05000US16021,0.158,0.168,0.151,,,
"Butte County, ID","county",05000US16023,0.178,0.163,0.143,,,
"Camas County, ID","county",05000US16025,,0.205,0.165,,,
"Canyon County, ID","county",05000US16027,0.182,0.181,0.161,2,1.8,2
"Caribou County, ID","county",05000US16029,0.164,0.151,0.136,,,
"Cassia County, ID","county",05000US16031,0.133,0.171,0.142,,,
"Clark County, ID","county",05000US16033,,0.226,0.184,,,
"Clearwater County, ID","county",05000US16035,0.228,0.16,0.148,,,
"Custer County, ID","county",05000US16037,0.135,0.163,0.14,,,
"Elmore County, ID","county",05000US16039,0.167,0.181,0.166,,,
"Franklin County, ID","county",05000US16041,0.096,0.158,0.141,,,
"Fremont County, ID","county",05000US16043,0.169,0.163,0.14,,,
"Gem County, ID","county",05000US16045,0.195,0.166,0.154,,,
"Gooding County, ID","county",05000US16047,0.198,0.194,0.16,,,
"Idaho County, ID","county",05000US16049,0.182,0.174,0.143,,,
"Jefferson County, ID","county",05000US16051,0.103,0.157,0.139,,,
"Jerome County, ID","county",05000US16053,0.201,0.195,0.165,,,
"Kootenai County, ID","county",05000US16055,0.199,0.167,0.152,1.8,1.9,1.9
"Latah County, ID","county",05000US16057,0.142,0.16,0.15,,,
"Lemhi County, ID","county",05000US16059,0.144,0.185,0.149,,,
"Lewis County, ID","county",05000US16061,0.162,0.17,0.155,,,
"Lincoln County, ID","county",05000US16063,0.208,0.186,0.165,,,
"Madison County, ID","county",05000US16065,0.031,0.196,0.176,,,
"Minidoka County, ID","county",05000US16067,0.152,0.161,0.149,,,
"Nez Perce County, ID","county",05000US16069,0.198,0.162,0.157,,,3.6
"Oneida County, ID","county",05000US16071,0.189,0.153,0.137,,,
"Owyhee County, ID","county",05000US16073,0.177,0.207,0.188,,,
"Payette County, ID","county",05000US16075,0.237,0.18,0.153,,,
"Power County, ID","county",05000US16077,0.125,0.196,0.165,,,
"Shoshone County, ID","county",05000US16079,0.255,0.176,0.163,,,
"Teton County, ID","county",05000US16081,0.103,0.158,0.138,,,
"Twin Falls County, ID","county",05000US16083,0.178,0.192,0.171,2,2,2
"Valley County, ID","county",05000US16085,0.18,0.14,0.131,,,
"Washington County, ID","county",05000US16087,0.169,0.176,0.175,,,
"Adams County, IL","county",05000US17001,0.295,0.164,0.149,2.7,2.6,2.8
"Alexander County, IL","county",05000US17003,,0.238,0.222,,,
"Bond County, IL","county",05000US17005,0.393,0.174,0.17,,,
"Boone County, IL","county",05000US17007,0.155,0.155,0.149,,2.9,
"Brown County, IL","county",05000US17009,,0.164,0.161,,,
"Bureau County, IL","county",05000US17011,0.164,0.151,0.149,,,
"Calhoun County, IL","county",05000US17013,,0.145,0.142,,,
"Carroll County, IL","county",05000US17015,,0.15,0.144,,,
"Cass County, IL","county",05000US17017,,0.158,0.154,,,
"Champaign County, IL","county",05000US17019,0.161,0.171,0.163,2.6,2.4,2.4
"Christian County, IL","county",05000US17021,0.221,0.161,0.155,,,
"Clark County, IL","county",05000US17023,,0.154,0.156,,,
"Clay County, IL","county",05000US17025,,0.167,0.161,,,
"Clinton County, IL","county",05000US17027,0.167,0.148,0.139,,,
"Coles County, IL","county",05000US17029,0.105,0.199,0.187,3.3,3.4,2.7
"Cook County, IL","county",05000US17031,0.183,0.156,0.146,10.9,10.6,10.7
"Crawford County, IL","county",05000US17033,0.188,0.162,0.155,,,
"Cumberland County, IL","county",05000US17035,,0.162,0.159,,,
"DeKalb County, IL","county",05000US17037,0.2,0.168,0.165,,,
"De Witt County, IL","county",05000US17039,,0.151,0.148,,,
"Douglas County, IL","county",05000US17041,,0.156,0.155,,,
"DuPage County, IL","county",05000US17043,0.122,0.116,0.123,1.5,1.6,1.5
"Edgar County, IL","county",05000US17045,,0.169,0.162,,,
"Edwards County, IL","county",05000US17047,,0.16,0.154,,,
"Effingham County, IL","county",05000US17049,0.161,0.151,0.146,,,
"Fayette County, IL","county",05000US17051,0.183,0.172,0.176,,,
"Ford County, IL","county",05000US17053,,0.151,0.153,,,
"Franklin County, IL","county",05000US17055,,0.183,0.175,,,
"Fulton County, IL","county",05000US17057,0.169,0.161,0.166,,,
"Gallatin County, IL","county",05000US17059,,0.171,0.171,,,
"Greene County, IL","county",05000US17061,0.457,0.171,0.169,,,
"Grundy County, IL","county",05000US17063,0.168,0.15,0.15,,,
"Hamilton County, IL","county",05000US17065,,0.165,0.153,,,
"Hancock County, IL","county",05000US17067,0.272,0.153,0.144,,,
"Hardin County, IL","county",05000US17069,,0.178,0.173,,,
"Henderson County, IL","county",05000US17071,,0.145,0.141,,,
"Henry County, IL","county",05000US17073,0.239,0.149,0.146,,,
"Iroquois County, IL","county",05000US17075,0.243,0.159,0.154,,,
"Jackson County, IL","county",05000US17077,0.177,0.213,0.201,,,
"Jasper County, IL","county",05000US17079,,0.145,0.144,,,
"Jefferson County, IL","county",05000US17081,0.236,0.171,0.164,4.5,4.3,4.4
"Jersey County, IL","county",05000US17083,0.181,0.148,0.138,,,
"Jo Daviess County, IL","county",05000US17085,,0.135,0.133,,,
"Johnson County, IL","county",05000US17087,,0.169,0.167,,,
"Kane County, IL","county",05000US17089,0.145,0.142,0.136,2.1,1.9,2
"Kankakee County, IL","county",05000US17091,0.268,0.173,0.17,4.4,4.7,5.7
"Kendall County, IL","county",05000US17093,0.163,0.137,0.136,2,2,1.8
"Knox County, IL","county",05000US17095,0.188,0.171,0.171,,3.1,2.7
"Lake County, IL","county",05000US17097,0.143,0.138,0.136,2.7,2.8,2.6
"LaSalle County, IL","county",05000US17099,0.222,0.159,0.165,1.5,1.6,
"Lawrence County, IL","county",05000US17101,,0.172,0.169,,,
"Lee County, IL","county",05000US17103,0.25,0.162,0.159,,,
"Livingston County, IL","county",05000US17105,0.294,0.153,0.149,,,3.7
"Logan County, IL","county",05000US17107,0.283,0.165,0.159,,,
"McDonough County, IL","county",05000US17109,,0.187,0.168,,,
"McHenry County, IL","county",05000US17111,0.212,0.159,0.133,1.4,1.3,1.2
"McLean County, IL","county",05000US17113,0.112,0.157,0.143,1.7,1.9,1.2
"Macon County, IL","county",05000US17115,0.23,0.171,0.176,7.9,7.3,6.1
"Macoupin County, IL","county",05000US17117,0.262,0.152,0.153,,,
"Madison County, IL","county",05000US17119,0.198,0.169,0.159,4.3,4.2,3.8
"Marion County, IL","county",05000US17121,0.252,0.172,0.173,3.9,4,3.7
"Marshall County, IL","county",05000US17123,,0.146,0.14,,,
"Mason County, IL","county",05000US17125,0.168,0.168,0.161,,,
"Massac County, IL","county",05000US17127,0.278,0.169,0.164,,,
"Menard County, IL","county",05000US17129,,0.147,0.146,,,
"Mercer County, IL","county",05000US17131,0.322,0.142,0.139,,,
"Monroe County, IL","county",05000US17133,,0.131,0.13,,,
"Montgomery County, IL","county",05000US17135,0.194,0.161,0.159,,,
"Morgan County, IL","county",05000US17137,0.202,0.165,0.158,,,
"Moultrie County, IL","county",05000US17139,,0.167,0.156,,,
"Ogle County, IL","county",05000US17141,0.159,0.156,0.153,,3,
"Peoria County, IL","county",05000US17143,0.186,0.162,0.172,9.6,9.9,9.3
"Perry County, IL","county",05000US17145,,0.169,0.171,,,
